,sex,age,generation,incomelevel
7176,0,3,4,2
9245,0,1,2,2
3777,0,1,2,0
10065,0,4,5,0
4845,0,1,2,2
1610,1,0,4,0
12506,0,0,4,0
9464,0,4,5,2
6684,1,0,2,0
2103,0,3,4,0
3541,0,1,2,2
5606,0,4,0,2
8703,0,0,4,2
2982,1,3,2,0
2450,1,0,2,2
6153,0,3,2,0
3191,1,2,5,2
10245,0,1,2,0
3761,1,2,0,0
1172,0,3,4,0
11383,1,3,4,0
8657,0,2,0,2
3182,0,0,2,2
6618,1,3,3,0
4304,0,5,5,2
11602,0,3,3,2
6503,0,1,0,0
11489,1,3,4,1
6203,1,5,1,0
11149,0,1,2,2
631,0,0,4,2
890,1,3,3,2
411,1,3,4,0
1021,0,4,5,0
10919,1,3,4,0
2643,1,3,3,2
3832,0,3,3,0
6981,1,2,0,2
11561,1,3,4,2
5672,0,4,1,2
11369,0,2,0,0
873,1,2,0,2
9607,0,2,0,1
6703,0,2,5,0
6098,0,0,4,0
3706,0,2,0,2
6922,0,0,2,2
11590,0,1,2,2
11074,1,2,0,2
8924,0,3,4,0
10733,0,0,2,0
7859,0,0,4,0
2792,1,3,2,0
1289,0,0,4,0
2369,0,1,4,1
4631,0,3,2,0
102,0,4,5,2
9798,0,3,4,0
12634,0,4,5,0
11395,1,3,4,0
12717,0,4,0,0
6984,0,3,4,2
6323,1,3,2,0
7440,0,1,2,0
7991,0,2,5,0
1688,0,5,5,0
10500,0,3,4,2
894,1,2,0,2
9114,1,0,4,0
12388,0,0,2,1
6180,0,0,2,0
11016,1,3,4,0
11571,0,4,5,2
1914,0,3,4,0
11238,1,2,2,2
11730,0,0,4,0
9214,1,3,4,2
8608,0,4,0,2
4706,0,0,2,0
4156,0,5,1,2
6444,1,3,3,0
4549,1,5,5,2
9598,0,3,4,1
9979,0,3,3,0
8895,0,4,5,0
7112,0,3,4,0
9957,0,4,5,0
746,1,2,0,2
7073,1,2,2,2
1986,1,4,0,0
9568,0,0,2,1
6767,0,1,2,0
9887,0,3,2,0
11404,1,0,4,0
385,1,0,4,0
12623,1,3,4,0
3349,1,3,3,2
4236,0,4,5,2
1377,0,4,5,2
847,0,2,0,2
13116,0,4,5,1
3077,0,2,0,0
4868,0,4,5,2
12872,0,4,5,0
7479,0,0,4,0
9375,1,0,2,2
2157,0,0,4,0
11121,1,4,5,2
9211,0,5,5,2
6849,0,3,3,0
419,1,0,4,0
7173,1,3,4,2
1022,0,5,5,0
9959,0,2,0,0
6639,0,3,3,0
3481,0,0,2,2
2148,0,3,3,0
11749,1,3,3,0
8739,0,0,2,0
8291,0,2,0,2
11794,0,1,0,2
10776,1,5,5,0
11006,1,3,4,0
7306,1,4,1,0
3620,0,0,4,0
4484,0,2,0,0
3658,1,3,3,0
4285,0,0,4,2
1207,1,3,3,0
531,0,0,2,2
7456,0,3,4,0
3776,1,2,0,0
337,0,4,5,0
9142,0,2,5,2
2174,1,5,1,1
12276,0,3,4,2
3067,0,3,4,0
10715,1,3,3,2
9690,0,3,3,1
6579,1,3,4,0
11418,1,0,4,0
9637,1,2,0,1
7982,0,5,5,2
8130,0,0,4,0
10100,0,0,2,0
1491,0,0,4,2
2868,0,3,4,0
7373,0,4,5,0
6603,0,3,4,0
9521,0,0,4,2
11384,0,3,4,0
122,1,5,5,2
12106,0,3,3,2
5773,0,1,2,2
5953,0,4,1,2
11031,0,3,3,0
13037,0,4,5,1
5,0,2,5,2
10901,0,1,0,0
4468,1,3,4,0
11098,0,5,1,2
4821,0,5,1,2
11078,0,0,2,2
10717,0,1,4,2
10702,0,0,4,2
8777,0,0,2,0
5081,0,3,3,0
13056,0,4,5,1
9072,1,3,3,0
10107,0,4,5,0
12855,0,1,2,0
11472,0,4,0,0
13051,0,2,0,1
9469,1,5,5,2
1644,1,5,5,0
576,0,4,5,2
3917,1,3,4,0
9984,0,0,4,0
8303,0,5,1,2
4261,0,5,5,2
12807,0,4,5,0
11995,0,5,1,0
2853,0,4,5,0
7075,1,0,4,2
11846,0,3,4,2
697,1,3,3,2
6955,0,0,2,2
5608,1,1,4,2
5481,1,4,5,2
12431,1,3,4,1
859,1,0,4,2
11918,0,4,0,2
10678,0,0,4,2
635,0,3,4,2
9429,1,1,2,2
4738,0,3,4,0
1465,1,3,4,2
10009,1,3,3,0
7119,1,3,4,0
10740,1,1,0,0
3518,1,3,4,2
575,0,3,4,2
5363,0,5,5,0
8535,0,0,4,2
11653,0,1,2,0
8716,1,3,4,2
9356,0,1,0,2
4512,0,0,4,0
3621,1,3,4,0
9944,0,1,2,0
10590,0,3,4,2
1520,1,2,5,0
5084,0,0,4,0
4167,1,3,4,2
3560,0,5,5,2
8019,1,2,5,0
9478,1,1,2,2
11058,1,1,2,2
10582,0,3,4,2
85,0,4,5,2
7078,0,4,0,2
5949,0,2,2,2
5045,0,0,4,0
7604,1,3,3,0
11335,0,0,2,0
5463,0,2,0,2
3589,0,3,4,0
11029,0,0,4,0
11061,1,0,2,2
12428,0,3,4,1
2483,0,2,0,2
11770,1,3,3,0
1578,1,0,2,0
5200,0,5,1,0
487,0,5,5,0
11462,0,3,3,0
10252,1,2,0,0
5190,0,3,4,0
6230,0,4,5,0
10762,0,0,4,0
9426,1,3,4,2
4665,0,3,4,0
530,0,1,0,2
1096,0,0,2,0
6330,0,5,1,0
6271,1,3,3,0
10228,0,5,5,0
12363,0,1,0,1
6491,1,3,2,0
7190,1,3,3,2
3742,0,2,2,2
3897,0,0,2,0
5498,0,3,4,2
1921,0,2,0,0
